Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-02 00:00:00-05:00,375.7941126772208,381.81860708096684,374.9993546777366,380.994384765625,2263100,0.0,0.0
2024-01-03 00:00:00-05:00,376.6575776303899,378.14896913979976,369.67154012005193,374.6069030761719,2265300,0.0,0.0
2024-01-04 00:00:00-05:00,376.333774152235,379.8071800149428,374.76390094151725,375.7450866699219,1618300,0.0,0.0
2024-01-05 00:00:00-05:00,374.73445450615503,382.14239453981236,373.910232170621,379.1694030761719,2913900,0.0,0.0
2024-01-08 00:00:00-05:00,378.70827297166755,381.7597463445527,374.84239864109776,381.54388427734375,1902600,0.0,0.0
2024-01-09 00:00:00-05:00,377.364007349543,378.6886139670267,374.5872351890046,376.5201721191406,1708800,0.0,0.0
2024-01-10 00:00:00-05:00,374.1751727363781,375.8431704605663,371.4082218755697,374.773681640625,1547300,0.0,0.0
2024-01-11 00:00:00-05:00,373.7238517636096,373.8121548872086,367.63066674456974,372.60528564453125,2209900,0.0,0.0
2024-01-12 00:00:00-05:00,376.1277385196426,378.5905243124786,369.4949133258059,370.6429138183594,2223100,0.0,0.0
2024-01-16 00:00:00-05:00,371.24140977969313,377.76631868688645,367.277441082114,373.2921142578125,3926600,0.0,0.0
2024-01-17 00:00:00-05:00,368.1408896259689,373.0468181660623,367.0910137319702,370.0836181640625,2415100,0.0,0.0
2024-01-18 00:00:00-05:00,373.1743640913392,374.45974497511645,367.512933078768,369.8187255859375,1771200,0.0,0.0
2024-01-19 00:00:00-05:00,369.64209882467463,376.0884661041962,365.0697698783213,375.0091857910156,2598700,0.0,0.0
2024-01-22 00:00:00-05:00,379.09089358522453,385.34107166162846,377.3247712983678,378.69842529296875,2922700,0.0,0.0
2024-01-23 00:00:00-05:00,372.830933480957,376.1473158202832,371.50632686685583,373.6060485839844,3313300,0.0,0.0
2024-01-24 00:00:00-05:00,374.6265019011593,377.3738098264445,372.0459787730822,372.2618408203125,2235800,0.0,0.0
2024-01-25 00:00:00-05:00,375.4899649378782,379.4343207458808,374.822765835842,375.4997863769531,2376300,0.0,0.0
2024-01-26 00:00:00-05:00,371.5259647653665,373.73363262274563,369.6617178967065,370.6821594238281,3464700,0.0,0.0
2024-01-29 00:00:00-05:00,368.8179341455123,373.6747857500161,367.1989536672643,373.4000549316406,1632300,0.0,0.0
2024-01-30 00:00:00-05:00,376.77531041363557,380.62157154920914,374.410649273299,379.59130859375,3897900,0.0,0.0
2024-01-31 00:00:00-05:00,378.73770634590136,386.49888936189876,376.4809910574751,376.78515625,3421100,0.0,0.0
2024-02-01 00:00:00-05:00,377.19718728739184,382.21106146359165,371.6731073595227,376.62811279296875,2138500,0.0,0.0
2024-02-02 00:00:00-05:00,374.61669997338396,381.4261313393604,373.4392950626872,380.56268310546875,2180900,0.0,0.0
2024-02-05 00:00:00-05:00,377.36401081419154,378.0802571821892,373.8317364496077,375.813720703125,2231100,0.0,0.0
2024-02-06 00:00:00-05:00,375.8137669159915,379.542290848421,375.7941539800079,377.7467041015625,1487800,0.0,0.0
2024-02-07 00:00:00-05:00,378.06064726603273,379.7875436232588,375.3035179349767,379.38525390625,1963200,0.0,0.0
2024-02-08 00:00:00-05:00,378.73767572632806,380.80796315603635,374.16534682512736,377.7957458496094,1913700,0.0,0.0
2024-02-09 00:00:00-05:00,377.53084092810377,378.865269156429,375.3918631190118,377.03045654296875,2028200,0.0,0.0
2024-02-12 00:00:00-05:00,377.7565337180985,388.89299855795133,377.08933455924966,385.2528076171875,2797200,0.0,0.0
2024-02-13 00:00:00-05:00,380.29776248139615,381.83823121929225,368.14088720941896,371.62408447265625,3030800,0.0,0.0
2024-02-14 00:00:00-05:00,373.71402358148794,374.30274100493807,368.70997039728,370.9274597167969,2041300,0.0,0.0
2024-02-15 00:00:00-05:00,372.28152540014645,379.92494114053807,372.00679457684294,378.16864013671875,2218900,0.0,0.0
2024-02-16 00:00:00-05:00,376.0295964377967,380.2879387639211,373.782702753902,377.20703125,2376500,0.0,0.0
2024-02-20 00:00:00-05:00,373.7827121958021,378.32557692917777,373.6845876350713,377.2855224609375,2358900,0.0,0.0
2024-02-21 00:00:00-05:00,374.655948875231,381.34764262103266,374.0868743370708,380.9649658203125,1773100,0.0,0.0
2024-02-22 00:00:00-05:00,381.906905037904,388.1570528981549,381.68122155658483,383.1235656738281,2326800,0.0,0.0
2024-02-23 00:00:00-05:00,382.66242445913923,389.3246837716984,381.8872793690283,383.6926574707031,2247400,0.0,0.0
2024-02-26 00:00:00-05:00,383.6926668774072,388.6084169555589,381.504641868205,382.8782958984375,1797800,0.0,0.0
2024-02-27 00:00:00-05:00,384.8799150907046,388.4514154943622,382.0050182115969,383.4571838378906,1724900,0.0,0.0
2024-02-28 00:00:00-05:00,382.59750655993014,388.5955169744631,382.40975775478546,388.5164489746094,2572900,2.75,0.0
2024-02-29 00:00:00-05:00,390.53225505161174,391.28325026115084,381.09554067231915,384.4354248046875,3139100,0.0,0.0
2024-03-01 00:00:00-05:00,385.00858601466757,386.40186556044466,380.68053256514906,383.4967346191406,1697700,0.0,0.0
2024-03-04 00:00:00-05:00,384.19830325706,391.8662711692329,381.61927506876094,387.5975036621094,1955100,0.0,0.0
2024-03-05 00:00:00-05:00,386.08565816635314,392.77534811300643,385.68051757144747,386.2734069824219,2697800,0.0,0.0
2024-03-06 00:00:00-05:00,390.31489773552477,390.6014664837617,379.95919035224415,384.9493103027344,2692400,0.0,0.0
2024-03-07 00:00:00-05:00,387.2516583919482,389.8307167984175,382.4690693701321,383.82281494140625,2033100,0.0,0.0
2024-03-08 00:00:00-05:00,384.1192540564946,390.9275155490704,382.1231941341991,382.3998718261719,1657200,0.0,0.0
2024-03-11 00:00:00-04:00,381.09556399354835,381.82677717035835,376.8959734353468,381.5797424316406,1654200,0.0,0.0
2024-03-12 00:00:00-04:00,383.0224197400476,384.51451922290823,379.2279697435062,383.5757751464844,1703900,0.0,0.0
2024-03-13 00:00:00-04:00,384.29713282865737,390.5619303187018,383.5757805200573,387.65679931640625,2370600,0.0,0.0
2024-03-14 00:00:00-04:00,389.7516474403932,391.67853049779814,380.87817877252036,384.00067138671875,3029500,0.0,0.0
2024-03-15 00:00:00-04:00,384.2575933484143,386.49079705244725,381.81688890592056,382.6172790527344,3763500,0.0,0.0
2024-03-18 00:00:00-04:00,384.04020774039907,384.4157053769089,378.86236914585373,379.81097412109375,2069000,0.0,0.0
2024-03-19 00:00:00-04:00,379.5145252852038,386.1449290480054,379.15877959023544,384.0500793457031,1858200,0.0,0.0
2024-03-20 00:00:00-04:00,381.7773554530511,391.7970990173674,381.42163990089233,391.7674560546875,2157400,0.0,0.0
2024-03-21 00:00:00-04:00,395.02831840041057,409.1092991941273,394.35639111567065,408.802978515625,4613800,0.0,0.0
2024-03-22 00:00:00-04:00,409.4847698219897,411.81679339627743,400.967017002452,401.99468994140625,2189600,0.0,0.0
2024-03-25 00:00:00-04:00,402.04406370317065,405.59147868507256,399.0697560066556,400.136962890625,1683900,0.0,0.0
2024-03-26 00:00:00-04:00,401.27334528249736,404.4749058522104,399.72195988322966,401.3622741699219,1407000,0.0,0.0
2024-03-27 00:00:00-04:00,404.7614798087947,410.5618507341044,403.52630609708115,410.32470703125,2353600,0.0,0.0
2024-03-28 00:00:00-04:00,411.27329183203744,414.22784771139715,410.05790025889564,412.7357482910156,2409700,0.0,0.0
2024-04-01 00:00:00-04:00,411.73773026263206,412.9926860281539,407.11324721606724,408.6053466796875,1863900,0.0,0.0
2024-04-02 00:00:00-04:00,405.8681545714611,408.2693549719671,402.78516608582015,405.28515625,1976000,0.0,0.0
2024-04-03 00:00:00-04:00,406.12512162802875,411.6883489219427,406.12512162802875,409.08953857421875,1549200,0.0,0.0
2024-04-04 00:00:00-04:00,413.0420904447115,414.0302294170673,400.8879931469789,401.43145751953125,1704700,0.0,0.0
2024-04-05 00:00:00-04:00,401.7377589717588,404.2871742856284,396.7081354617283,403.2298583984375,1694500,0.0,0.0
2024-04-08 00:00:00-04:00,404.24767069011835,407.6369802207515,402.716037147666,405.67059326171875,1181900,0.0,0.0
2024-04-09 00:00:00-04:00,406.62906073149975,408.318769858219,402.22193939169085,405.8385314941406,1247800,0.0,0.0
2024-04-10 00:00:00-04:00,399.2180127534856,400.64093520372853,392.5777180375541,396.0065612792969,1903300,0.0,0.0
2024-04-11 00:00:00-04:00,395.7298891995409,396.708137089599,390.1567711644783,392.7654724121094,2176200,0.0,0.0
2024-04-12 00:00:00-04:00,388.18051085118344,389.41568456844067,382.52835471479017,384.8702392578125,2814900,0.0,0.0
2024-04-15 00:00:00-04:00,402.17255822076004,407.9729291127076,393.9611258449666,396.1251525878906,6177000,0.0,0.0
2024-04-16 00:00:00-04:00,399.65280253367735,400.1666239215583,390.49273534765,392.1528015136719,3459700,0.0,0.0
2024-04-17 00:00:00-04:00,397.6271022155001,402.2911192043388,396.4215715061424,399.11920166015625,4373800,0.0,0.0
2024-04-18 00:00:00-04:00,400.6804498225637,403.0223342895097,397.63699515057647,398.32867431640625,2776300,0.0,0.0
2024-04-19 00:00:00-04:00,399.2674463285954,403.16071644395885,398.22991242940253,399.2081604003906,2805100,0.0,0.0
2024-04-22 00:00:00-04:00,402.1132505978281,413.0223126118667,399.77136620515165,412.3997802734375,4165600,0.0,0.0
2024-04-23 00:00:00-04:00,412.75548421522547,420.30487975312553,411.26341500828255,418.97088623046875,2662300,0.0,0.0
2024-04-24 00:00:00-04:00,416.5005659285069,419.5440206151044,414.6329688450256,418.0223083496094,1575900,0.0,0.0
2024-04-25 00:00:00-04:00,415.9966020380062,418.5855212317841,409.92944463698865,415.0677490234375,1970100,0.0,0.0
2024-04-26 00:00:00-04:00,415.2456596063167,423.4472011804805,414.6626612195102,422.49859619140625,2322700,0.0,0.0
2024-04-29 00:00:00-04:00,422.4985737619262,428.19023354982323,422.1329671790677,425.70013427734375,2453000,0.0,0.0
2024-04-30 00:00:00-04:00,423.41751975496686,426.2732556581102,420.9471724985201,421.64874267578125,1829900,0.0,0.0
2024-05-01 00:00:00-04:00,421.6289995231606,428.28904621526846,420.14679113846427,421.88592529296875,2310100,0.0,0.0
2024-05-02 00:00:00-04:00,426.08552449185754,428.506446810025,423.0914646993302,427.43927001953125,2087500,0.0,0.0
2024-05-03 00:00:00-04:00,429.84042206442246,437.05382398165193,429.7613842207854,432.9826965332031,2406300,0.0,0.0
2024-05-06 00:00:00-04:00,436.510383229564,439.1091935052677,434.4649283560321,438.4076232910156,1914300,0.0,0.0
2024-05-07 00:00:00-04:00,439.8898475245947,442.11316025248806,437.61710975382726,438.53607177734375,2058200,0.0,0.0
2024-05-08 00:00:00-04:00,437.5479114247045,442.70599790780744,436.80680721825644,441.6487121582031,2006700,0.0,0.0
2024-05-09 00:00:00-04:00,441.0459432053378,451.01626177032364,441.0459432053378,450.1565856933594,2710200,0.0,0.0
2024-05-10 00:00:00-04:00,451.10517275110374,453.3087334175224,448.9312852019206,449.33642578125,1823900,0.0,0.0
2024-05-13 00:00:00-04:00,450.85814595115204,451.777138089022,447.9431541543612,448.1802978515625,1579600,0.0,0.0
2024-05-14 00:00:00-04:00,449.44509441905507,456.2928897703154,448.62495239913176,453.03204345703125,2412900,0.0,0.0
2024-05-15 00:00:00-04:00,456.1150507847756,460.660495950748,455.4826575425817,460.5616760253906,2217700,0.0,0.0
2024-05-16 00:00:00-04:00,458.8621001233297,462.69608424749094,456.7968932431726,459.01031494140625,2070300,0.0,0.0
2024-05-17 00:00:00-04:00,460.84826067145184,463.10121633158144,458.7435198266712,462.17236328125,1655900,0.0,0.0
2024-05-20 00:00:00-04:00,462.6466560317876,465.8877504945512,457.1130720292236,457.44903564453125,2591500,0.0,0.0
2024-05-21 00:00:00-04:00,456.7474750101421,465.71976335455037,456.71783204804194,464.8304443359375,2762600,0.0,0.0
2024-05-22 00:00:00-04:00,461.816603572062,464.7513774494581,454.2968806637174,456.89569091796875,2729500,0.0,0.0
2024-05-23 00:00:00-04:00,458.7237524923271,458.8027903393218,451.9846376618494,452.7158508300781,2254500,0.0,0.0
2024-05-24 00:00:00-04:00,454.38579736817564,459.7316325442137,453.65458421714715,455.70989990234375,1932200,0.0,0.0
2024-05-28 00:00:00-04:00,454.4846335433917,458.1901546260134,453.4668516255892,454.3561706542969,1930800,0.0,0.0
2024-05-29 00:00:00-04:00,449.4451169153102,453.298852793613,446.2929512487428,451.74749755859375,2315700,0.0,0.0
2024-05-30 00:00:00-04:00,450.3358209850556,453.1789862197159,444.967585478019,447.5821228027344,2135000,2.75,0.0
2024-05-31 00:00:00-04:00,447.11489092112964,454.0836432307962,445.4845214913813,453.8351135253906,2638300,0.0,0.0
2024-06-03 00:00:00-04:00,456.17130571748993,456.17130571748993,447.5523123931078,452.30419921875,1930700,0.0,0.0
2024-06-04 00:00:00-04:00,447.8505257629898,455.01811391815824,446.56810399810183,452.6222839355469,1835000,0.0,0.0
2024-06-05 00:00:00-04:00,454.8590367716793,460.2968677251679,454.80934296779617,458.9647521972656,1678900,0.0,0.0
2024-06-06 00:00:00-04:00,459.10394585800645,461.78804838217894,454.32223691578764,455.40582275390625,1598000,0.0,0.0
2024-06-07 00:00:00-04:00,452.76147037547383,458.44783114605247,451.8269962729659,452.2345886230469,1736100,0.0,0.0
2024-06-10 00:00:00-04:00,449.66974221320106,452.68192095535716,447.65168226829906,450.882568359375,1698600,0.0,0.0
2024-06-11 00:00:00-04:00,448.38736948141866,449.20252387215993,440.7724155367529,441.65716552734375,1938200,0.0,0.0
2024-06-12 00:00:00-04:00,452.92054049997586,454.9485513876242,443.56587876237046,446.0611267089844,1733000,0.0,0.0
2024-06-13 00:00:00-04:00,444.10271507719983,445.6833603735859,439.5496338543629,443.7249450683594,1849100,0.0,0.0
2024-06-14 00:00:00-04:00,439.39057711505785,445.59389931689486,436.5672832453286,443.83428955078125,1559100,0.0,0.0
2024-06-17 00:00:00-04:00,442.48229933708984,448.12888703633377,440.78236462463383,447.53240966796875,1531600,0.0,0.0
2024-06-18 00:00:00-04:00,446.9259870479948,454.99822668465,445.8722235686145,454.73974609375,1798400,0.0,0.0
2024-06-20 00:00:00-04:00,455.306415813789,457.7022457908482,452.5626381849729,455.3561096191406,2080600,0.0,0.0
2024-06-21 00:00:00-04:00,455.98241976185886,456.1017091679121,447.25405760781166,447.53240966796875,3919200,0.0,0.0
2024-06-24 00:00:00-04:00,448.59610099945417,460.7939275497906,447.35345252023126,459.3723449707031,1882200,0.0,0.0
2024-06-25 00:00:00-04:00,456.75781724034186,461.3506412612206,454.06376377587935,454.6900634765625,1633400,0.0,0.0
2024-06-26 00:00:00-04:00,452.7316503346235,455.2368188109648,449.7890671553831,453.1789855957031,2131700,0.0,0.0
2024-06-27 00:00:00-04:00,447.1347604012526,447.1347604012526,440.1958001352551,443.33721923828125,2835200,0.0,0.0
2024-06-28 00:00:00-04:00,447.45287561860397,454.6502859849496,446.8862206244099,449.6598205566406,3839700,0.0,0.0
2024-07-01 00:00:00-04:00,451.836954845727,461.2910041994461,451.33989543544175,460.9331359863281,1850500,0.0,0.0
2024-07-02 00:00:00-04:00,458.7957802290529,463.5277651194583,456.89700966751553,462.87164306640625,1491800,0.0,0.0
2024-07-03 00:00:00-04:00,466.2814990427429,467.12650610594056,463.08043523420616,465.1680908203125,993900,0.0,0.0
2024-07-05 00:00:00-04:00,464.720728048663,464.8300665570578,457.4238995182508,462.0167236328125,1593800,0.0,0.0
2024-07-08 00:00:00-04:00,464.89964654068723,472.06723452908597,461.3108922674861,462.0863037109375,2214300,0.0,0.0
2024-07-09 00:00:00-04:00,462.861734591607,476.48114439729267,458.86535746760666,470.0491943359375,4525100,0.0,0.0
2024-07-10 00:00:00-04:00,469.73109493373073,477.03784401494306,467.0867352230229,476.0735778808594,1946000,0.0,0.0
2024-07-11 00:00:00-04:00,477.17702060743625,480.3184396336736,473.46894658808407,476.41156005859375,2251400,0.0,0.0
2024-07-12 00:00:00-04:00,478.10155187276877,480.5967997933328,475.28820899005234,477.0577392578125,2727800,0.0,0.0
2024-07-15 00:00:00-04:00,477.425559241442,490.10057408855994,473.50872869693177,489.3351135253906,3568200,0.0,0.0
2024-07-16 00:00:00-04:00,491.0947045369706,503.61065703024576,489.0965159702377,500.0616455078125,3981700,0.0,0.0
2024-07-17 00:00:00-04:00,500.0417471821163,506.48364780908014,496.492735850396,499.2265625,3908900,0.0,0.0
2024-07-18 00:00:00-04:00,496.5822132166908,500.7277019711577,481.37220767632624,483.3504943847656,3320200,0.0,0.0
2024-07-19 00:00:00-04:00,486.2433937417419,489.7029381667154,480.3482764038283,482.0780334472656,2032700,0.0,0.0
2024-07-22 00:00:00-04:00,481.71020311733383,486.591330064045,479.54303141530346,484.1756286621094,1792500,0.0,0.0
2024-07-23 00:00:00-04:00,484.21536467576533,492.89403259459414,483.420081782632,489.25555419921875,2020500,0.0,0.0
2024-07-24 00:00:00-04:00,486.3825882610127,493.0729885675997,482.96281706026224,483.837646484375,1598600,0.0,0.0
2024-07-25 00:00:00-04:00,483.19142971375703,493.19226239626767,480.38803775988106,488.8181457519531,1489700,0.0,0.0
2024-07-26 00:00:00-04:00,492.8045923591272,501.03589513714195,492.73499675921425,496.0951232910156,2249700,0.0,0.0
2024-07-29 00:00:00-04:00,497.47696229580134,499.0476567111884,488.1719941956536,489.8222351074219,1599500,0.0,0.0
2024-07-30 00:00:00-04:00,495.37934517200205,506.4737148080494,495.3693942756425,502.6960754394531,2642500,0.0,0.0
2024-07-31 00:00:00-04:00,501.8907967060094,514.2178939466712,501.8907967060094,506.0362854003906,2658900,0.0,0.0
2024-08-01 00:00:00-04:00,507.0005788405761,510.9969557607608,491.7706718185746,497.1786804199219,4006800,0.0,0.0
2024-08-02 00:00:00-04:00,488.2117636022789,491.5519883096237,464.46225018537314,467.8721008300781,6115500,0.0,0.0
2024-08-05 00:00:00-04:00,444.95763336525357,460.4559419321056,434.79773794006377,456.3204040527344,4177200,0.0,0.0
2024-08-06 00:00:00-04:00,458.2987333599118,472.454975847552,454.73977094493875,467.4545593261719,2209300,0.0,0.0
2024-08-07 00:00:00-04:00,476.57063229467667,485.6767339236246,469.7907347093237,470.2281494140625,2587600,0.0,0.0
2024-08-08 00:00:00-04:00,475.05955336504763,484.86158065872104,474.353737500924,482.9130859375,1936400,0.0,0.0
2024-08-09 00:00:00-04:00,482.1675056673073,489.1064660463472,479.364113613997,487.376708984375,1622700,0.0,0.0
2024-08-12 00:00:00-04:00,487.3766990972013,489.97133463752346,480.90497591468505,482.6446838378906,1839300,0.0,0.0
2024-08-13 00:00:00-04:00,487.4065239820562,490.36897864459047,483.60898281451506,489.04681396484375,1243700,0.0,0.0
2024-08-14 00:00:00-04:00,490.00115206434475,496.41323048067795,485.5276174496281,495.7670593261719,1545600,0.0,0.0
2024-08-15 00:00:00-04:00,502.0299852854903,503.92875580110217,495.32963439799005,496.08514404296875,1732300,0.0,0.0
2024-08-16 00:00:00-04:00,494.1267539274905,501.9405437325809,494.0770601210681,501.29437255859375,1587000,0.0,0.0
2024-08-19 00:00:00-04:00,502.03000885147645,504.7936579837092,498.9084611648451,501.7118835449219,1027900,0.0,0.0
2024-08-20 00:00:00-04:00,500.90663359605264,501.1949365419685,493.5799829132487,494.4150390625,2122700,0.0,0.0
2024-08-21 00:00:00-04:00,496.5623518833076,497.8348227626978,491.1245207102207,493.54022216796875,917100,0.0,0.0
2024-08-22 00:00:00-04:00,494.0770427372394,496.76117562779166,491.88004868774334,494.8226318359375,943800,0.0,0.0
2024-08-23 00:00:00-04:00,499.79322550160475,509.4262390775547,496.910287056137,506.42401123046875,1751800,0.0,0.0
2024-08-26 00:00:00-04:00,509.326860330065,510.48001145783735,502.34812683299253,504.88311767578125,1084200,0.0,0.0
2024-08-27 00:00:00-04:00,504.85327842544535,508.47188535288717,503.61062994840034,504.2767028808594,977900,0.0,0.0
2024-08-28 00:00:00-04:00,503.6205999674872,505.3801793560811,495.53840911180055,500.36981201171875,1568100,0.0,0.0
2024-08-29 00:00:00-04:00,503.024112954643,510.2215233606642,498.19271014744476,507.1000061035156,1566300,0.0,0.0
2024-08-30 00:00:00-04:00,507.8299865722656,511.19000244140625,505.1700134277344,510.25,1838900,3.0,0.0
2024-09-03 00:00:00-04:00,507.4700012207031,509.70001220703125,485.3999938964844,487.4599914550781,2373600,0.0,0.0
2024-09-04 00:00:00-04:00,486.70001220703125,496.20001220703125,486.70001220703125,490.6400146484375,1509400,0.0,0.0
2024-09-05 00:00:00-04:00,493.5799865722656,495.7699890136719,483.07000732421875,487.8800048828125,1828300,0.0,0.0
2024-09-06 00:00:00-04:00,486.6000061035156,495.4100036621094,477.05999755859375,479.6099853515625,1995600,0.0,0.0
2024-09-09 00:00:00-04:00,485.5299987792969,494.2799987792969,483.3900146484375,488.57000732421875,1714200,0.0,0.0
2024-09-10 00:00:00-04:00,489.1300048828125,489.20001220703125,461.57000732421875,467.1300048828125,3583100,0.0,0.0
2024-09-11 00:00:00-04:00,463.9800109863281,471.8900146484375,457.4800109863281,471.1700134277344,2426500,0.0,0.0
